CUSTOMER_ID,CUSTOMER_NAME,EMAIL,AGE_GROUP,PREFECTURE,MEMBERSHIP_RANK,REGISTERED_AT
82,customer_82,customer_82@example.com,50代以上,静岡県,レギュラー,2025-10-21
83,customer_83,customer_83@example.com,30代,埼玉県,レギュラー,2025-07-21
84,customer_84,customer_84@example.com,50代以上,福岡県,レギュラー,2023-08-01
85,customer_85,customer_85@example.com,30代,埼玉県,レギュラー,2025-06-06
86,customer_86,customer_86@example.com,20代,東京都,レギュラー,2024-08-22
87,customer_87,customer_87@example.com,30代,鹿児島県,プラチナ,2024-10-23
88,customer_88,customer_88@example.com,40代,神奈川県,レギュラー,2025-03-10
89,customer_89,customer_89@example.com,30代,京都府,レギュラー,2025-11-27
90,customer_90,customer_90@example.com,20代,大阪府,シルバー,2026-02-27
91,customer_91,customer_91@example.com,20代,東京都,ゴールド,2024-10-06
92,customer_92,customer_92@example.com,30代,東京都,ゴールド,2025-08-24
93,customer_93,customer_93@example.com,40代,福岡県,シルバー,2024-12-12
94,customer_94,customer_94@example.com,20代,京都府,レギュラー,2025-02-12
95,customer_95,customer_95@example.com,40代,栃木県,レギュラー,2023-11-23
96,customer_96,customer_96@example.com,50代以上,埼玉県,レギュラー,2025-06-13
97,customer_97,customer_97@example.com,40代,神奈川県,レギュラー,2024-10-09
98,customer_98,customer_98@example.com,50代以上,東京都,シルバー,2025-02-12
99,customer_99,customer_99@example.com,20代,兵庫県,プラチナ,2023-09-08
100,customer_100,customer_100@example.com,20代,長野県,レギュラー,2024-01-01
101,customer_101,customer_101@example.com,20代,福岡県,レギュラー,2023-07-19
102,customer_102,customer_102@example.com,40代,京都府,レギュラー,2025-12-19
103,customer_103,customer_103@example.com,40代,福岡県,レギュラー,2025-04-02
104,customer_104,customer_104@example.com,40代,群馬県,レギュラー,2023-06-09
105,customer_105,customer_105@example.com,50代以上,愛知県,シルバー,2024-03-04
106,customer_106,customer_106@example.com,30代,神奈川県,レギュラー,2024-05-11
107,customer_107,customer_107@example.com,40代,東京都,レギュラー,2025-03-24
108,customer_108,customer_108@example.com,50代以上,福岡県,レギュラー,2025-10-28
109,customer_109,customer_109@example.com,20代,東京都,レギュラー,2025-09-28
110,customer_110,customer_110@example.com,40代,滋賀県,シルバー,2026-02-18
111,customer_111,customer_111@example.com,20代,岡山県,レギュラー,2023-06-19
112,customer_112,customer_112@example.com,40代,愛知県,レギュラー,2025-03-11
113,customer_113,customer_113@example.com,40代,東京都,レギュラー,2025-01-15
114,customer_114,customer_114@example.com,30代,福岡県,レギュラー,2025-04-08
115,customer_115,customer_115@example.com,20代,東京都,レギュラー,2024-04-16
116,customer_116,customer_116@example.com,30代,広島県,レギュラー,2025-04-14
117,customer_117,customer_117@example.com,30代,兵庫県,レギュラー,2024-09-06
118,customer_118,customer_118@example.com,40代,千葉県,レギュラー,2024-08-24
119,customer_119,customer_119@example.com,30代,東京都,シルバー,2025-02-27
120,customer_120,customer_120@example.com,20代,京都府,レギュラー,2026-02-16
121,customer_121,customer_121@example.com,50代以上,兵庫県,シルバー,2026-02-11
122,customer_122,customer_122@example.com,20代,東京都,レギュラー,2024-11-02
123,customer_123,customer_123@example.com,40代,兵庫県,レギュラー,2024-12-26
124,customer_124,customer_124@example.com,30代,石川県,レギュラー,2025-09-23
125,customer_125,customer_125@example.com,40代,埼玉県,シルバー,2024-08-13
126,customer_126,customer_126@example.com,30代,東京都,シルバー,2025-03-28
127,customer_127,customer_127@example.com,20代,岡山県,レギュラー,2026-02-13
128,customer_128,customer_128@example.com,30代,宮城県,シルバー,2026-03-17
129,customer_129,customer_129@example.com,10代,石川県,レギュラー,2025-07-08
130,customer_130,customer_130@example.com,40代,岐阜県,レギュラー,2025-01-05
131,customer_131,customer_131@example.com,40代,東京都,レギュラー,2025-02-24
132,customer_132,customer_132@example.com,20代,愛媛県,シルバー,2025-07-12
133,customer_133,customer_133@example.com,40代,愛知県,レギュラー,2024-01-05
134,customer_134,customer_134@example.com,50代以上,埼玉県,レギュラー,2023-06-09
135,customer_135,customer_135@example.com,50代以上,愛知県,レギュラー,2023-04-13
136,customer_136,customer_136@example.com,20代,東京都,シルバー,2024-06-05
137,customer_137,customer_137@example.com,30代,東京都,レギュラー,2025-12-24
138,customer_138,customer_138@example.com,20代,愛知県,シルバー,2024-05-27
139,customer_139,customer_139@example.com,20代,愛知県,シルバー,2024-10-06
140,customer_140,customer_140@example.com,50代以上,静岡県,レギュラー,2023-11-02
141,customer_141,customer_141@example.com,30代,大阪府,シルバー,2024-01-24
142,customer_142,customer_142@example.com,40代,静岡県,レギュラー,2026-02-06
143,customer_143,customer_143@example.com,20代,岐阜県,レギュラー,2024-10-27
144,customer_144,customer_144@example.com,30代,長野県,レギュラー,2023-09-14
145,customer_145,customer_145@example.com,30代,岡山県,レギュラー,2026-03-14
146,customer_146,customer_146@example.com,20代,福岡県,レギュラー,2025-10-06
147,customer_147,customer_147@example.com,30代,兵庫県,シルバー,2024-02-21
148,customer_148,customer_148@example.com,40代,愛知県,レギュラー,2025-02-12
149,customer_149,customer_149@example.com,20代,神奈川県,レギュラー,2023-06-17
150,customer_150,customer_150@example.com,10代,埼玉県,ゴールド,2023-08-23
151,customer_151,customer_151@example.com,50代以上,東京都,ゴールド,2025-03-15
152,customer_152,customer_152@example.com,30代,大阪府,レギュラー,2026-03-17
153,customer_153,customer_153@example.com,50代以上,大阪府,レギュラー,2025-01-12
154,customer_154,customer_154@example.com,40代,神奈川県,シルバー,2024-10-25
155,customer_155,customer_155@example.com,30代,福岡県,レギュラー,2025-12-21
156,customer_156,customer_156@example.com,50代以上,東京都,レギュラー,2023-09-23
157,customer_157,customer_157@example.com,20代,千葉県,レギュラー,2024-12-03
158,customer_158,customer_158@example.com,20代,栃木県,レギュラー,2025-04-27
159,customer_159,customer_159@example.com,20代,兵庫県,レギュラー,2025-12-10
160,customer_160,customer_160@example.com,30代,福岡県,レギュラー,2024-11-07
161,customer_161,customer_161@example.com,50代以上,神奈川県,レギュラー,2024-11-04
162,customer_162,customer_162@example.com,20代,兵庫県,レギュラー,2025-06-27
163,customer_163,customer_163@example.com,30代,埼玉県,レギュラー,2023-10-17
164,customer_164,customer_164@example.com,20代,千葉県,シルバー,2025-08-18
165,customer_165,customer_165@example.com,40代,神奈川県,レギュラー,2024-07-12
166,customer_166,customer_166@example.com,40代,富山県,シルバー,2023-05-13
167,customer_167,customer_167@example.com,40代,埼玉県,レギュラー,2023-06-23
168,customer_168,customer_168@example.com,30代,神奈川県,シルバー,2024-01-24
169,customer_169,customer_169@example.com,30代,愛知県,レギュラー,2024-05-14
170,customer_170,customer_170@example.com,20代,滋賀県,レギュラー,2024-04-19
171,customer_171,customer_171@example.com,40代,千葉県,シルバー,2023-11-11
172,customer_172,customer_172@example.com,40代,長野県,シルバー,2023-06-17
173,customer_173,customer_173@example.com,20代,栃木県,レギュラー,2025-03-22
174,customer_174,customer_174@example.com,20代,千葉県,レギュラー,2025-08-25
175,customer_175,customer_175@example.com,30代,広島県,レギュラー,2024-02-18
176,customer_176,customer_176@example.com,20代,北海道,レギュラー,2024-08-24
177,customer_177,customer_177@example.com,40代,兵庫県,レギュラー,2025-02-17
178,customer_178,customer_178@example.com,30代,福岡県,レギュラー,2025-06-14
179,customer_179,customer_179@example.com,20代,神奈川県,シルバー,2025-05-21
180,customer_180,customer_180@example.com,40代,岡山県,プラチナ,2024-11-06
181,customer_181,customer_181@example.com,30代,神奈川県,レギュラー,2025-12-16
182,customer_182,customer_182@example.com,40代,北海道,シルバー,2025-04-24
183,customer_183,customer_183@example.com,30代,神奈川県,レギュラー,2024-10-22
184,customer_184,customer_184@example.com,50代以上,神奈川県,レギュラー,2024-09-10
185,customer_185,customer_185@example.com,30代,福岡県,レギュラー,2024-02-17
186,customer_186,customer_186@example.com,20代,愛知県,レギュラー,2025-09-14
187,customer_187,customer_187@example.com,40代,福岡県,レギュラー,2025-12-15
188,customer_188,customer_188@example.com,20代,埼玉県,レギュラー,2023-09-28
189,customer_189,customer_189@example.com,20代,広島県,レギュラー,2024-11-19
190,customer_190,customer_190@example.com,20代,大阪府,レギュラー,2025-03-03
191,customer_191,customer_191@example.com,20代,東京都,シルバー,2025-10-12
192,customer_192,customer_192@example.com,40代,埼玉県,シルバー,2024-06-18
193,customer_193,customer_193@example.com,50代以上,北海道,レギュラー,2024-07-08
194,customer_194,customer_194@example.com,20代,兵庫県,ゴールド,2025-07-07
195,customer_195,customer_195@example.com,30代,大阪府,レギュラー,2024-12-07
196,customer_196,customer_196@example.com,20代,福岡県,レギュラー,2024-06-22
197,customer_197,customer_197@example.com,30代,北海道,レギュラー,2025-12-16
198,customer_198,customer_198@example.com,40代,大阪府,レギュラー,2024-07-28
199,customer_199,customer_199@example.com,30代,千葉県,レギュラー,2024-07-11
200,customer_200,customer_200@example.com,30代,東京都,レギュラー,2025-04-28
